date,scene,category,author_tier,app_version,exposure,effective_view_users,comments,comment_users,author_replies,replied_users,replied_revisit_users,sw_impressions,sw_clicks,l1_search_users,l2_search_users,search_users,order_users,gmv
2026-07-07,搜索,美妆,尾部,v28.1,28495,8939,279,240,146,135,43,10548,552,109,75,184,19,1749
2026-07-07,搜索,美妆,尾部,v28.2,32950,10263,323,278,167,154,48,12111,618,127,86,212,22,2055
2026-07-07,搜索,数码,头部,v28.1,69734,21688,673,579,153,141,45,25591,1355,278,179,457,46,19644
2026-07-07,搜索,数码,头部,v28.2,81233,25949,784,674,179,164,52,30620,1637,317,210,527,53,22706
2026-07-07,搜索,数码,腰部,v28.1,40266,12475,385,331,140,129,41,14721,751,152,105,257,25,10687
2026-07-07,搜索,数码,腰部,v28.2,49004,15350,483,415,189,174,52,18113,934,190,124,315,32,13739
2026-07-07,搜索,数码,尾部,v28.1,20134,6358,202,174,108,99,31,7502,396,80,51,131,13,5431
2026-07-07,搜索,数码,尾部,v28.2,23675,7525,230,198,119,109,34,8879,462,95,63,158,16,7031
2026-07-07,搜索,家居,头部,v28.1,54905,17181,516,444,115,105,33,20273,1023,216,144,360,36,5987
2026-07-07,搜索,家居,头部,v28.2,65854,20456,619,532,138,127,41,24138,1225,256,171,427,44,7549
2026-07-07,搜索,家居,腰部,v28.1,33435,10651,330,284,122,112,35,12568,641,136,89,224,23,3824
2026-07-07,搜索,家居,腰部,v28.2,43973,13587,408,351,148,136,41,16032,843,172,111,283,28,4602
2026-07-07,搜索,家居,尾部,v28.1,16783,5309,164,141,83,76,24,6264,333,67,42,109,11,1871
2026-07-07,搜索,家居,尾部,v28.2,20636,6560,197,170,100,92,28,7741,401,83,53,135,13,2205
2026-07-07,搜索,服饰,头部,v28.1,80828,25882,784,674,171,157,51,30540,1579,325,210,535,54,6941
2026-07-07,搜索,服饰,头部,v28.2,98174,30413,948,815,205,189,57,35888,1810,371,244,615,64,8030
2026-07-07,搜索,服饰,腰部,v28.1,49190,15244,461,396,181,167,53,17988,935,188,121,310,31,4072
2026-07-07,搜索,服饰,腰部,v28.2,62437,19773,636,547,230,211,65,23332,1240,245,160,405,41,5350
2026-07-07,搜索,服饰,尾部,v28.1,23253,7433,231,198,124,114,34,8771,461,95,63,157,15,1954
2026-07-07,搜索,服饰,尾部,v28.2,30048,9484,291,250,157,144,46,11192,592,116,80,196,20,2536
2026-07-07,关注,美妆,头部,v28.1,71976,22342,696,599,154,142,44,26364,1393,282,186,468,48,4597
2026-07-07,关注,美妆,头部,v28.2,92052,29233,914,786,208,192,58,34495,1824,368,235,603,60,5755
2026-07-07,关注,美妆,腰部,v28.1,45957,14291,441,380,171,157,48,16863,873,177,117,294,30,2942
2026-07-07,关注,美妆,腰部,v28.2,57432,18387,557,479,209,193,60,21697,1118,233,151,384,38,3696
2026-07-07,关注,美妆,尾部,v28.1,22669,7058,216,186,113,104,33,8329,439,89,56,145,15,1402
2026-07-07,关注,美妆,尾部,v28.2,26544,8305,262,225,142,131,39,9800,498,103,68,171,17,1623
2026-07-07,关注,数码,头部,v28.1,53407,17145,536,461,114,105,31,20231,1072,217,144,361,37,15809
2026-07-07,关注,数码,头部,v28.2,64796,20126,629,541,132,122,38,23748,1266,244,169,413,41,17541
2026-07-07,关注,数码,腰部,v28.1,33571,10666,335,288,127,117,37,12586,671,132,88,220,23,9700
2026-07-07,关注,数码,腰部,v28.2,41523,13133,421,362,167,153,47,15497,801,166,107,274,28,11626
2026-07-07,关注,数码,尾部,v28.1,15839,5038,154,133,78,72,22,5945,304,62,41,103,11,4524
2026-07-07,关注,数码,尾部,v28.2,19415,6048,193,166,103,95,28,7137,374,76,50,126,13,5313
2026-07-07,关注,家居,头部,v28.1,44296,13815,430,370,98,90,29,16302,855,171,116,287,29,4913
2026-07-07,关注,家居,头部,v28.2,55399,17429,521,448,119,109,34,20566,1061,212,142,354,35,5791
2026-07-07,关注,家居,腰部,v28.1,28347,8945,288,248,104,96,29,10556,563,110,75,185,19,3176
2026-07-07,关注,家居,腰部,v28.2,32082,10275,321,276,123,113,35,12125,643,126,84,210,22,3698
2026-07-07,关注,家居,尾部,v28.1,13277,4158,132,114,68,62,19,4906,255,50,34,84,8,1372
2026-07-07,关注,家居,尾部,v28.2,16068,4992,156,134,82,76,24,5891,308,61,41,102,10,1720
2026-07-07,关注,服饰,头部,v28.1,62417,19732,599,515,128,118,36,23283,1205,249,157,406,42,5408
2026-07-07,关注,服饰,头部,v28.2,73294,22930,738,634,163,150,48,27058,1406,285,183,469,49,6335
2026-07-07,关注,服饰,腰部,v28.1,38037,11748,361,311,137,126,38,13862,709,144,98,242,24,3143
2026-07-07,关注,服饰,腰部,v28.2,45490,14243,435,374,166,153,48,16807,868,183,113,296,31,3988
2026-07-07,关注,服饰,尾部,v28.1,18247,5697,182,157,90,83,26,6723,358,70,47,117,12,1549
2026-07-07,关注,服饰,尾部,v28.2,22624,7018,225,194,117,107,33,8281,438,87,57,144,15,1920
2026-07-08,推荐,美妆,头部,v28.1,226748,72126,2235,1922,479,441,136,85108,4452,908,606,1513,151,14361
2026-07-08,推荐,美妆,头部,v28.2,273413,86091,2748,2363,633,583,177,101588,5391,1107,710,1817,188,18285
2026-07-08,推荐,美妆,腰部,v28.1,138885,43887,1379,1186,538,495,157,51787,2656,541,350,891,88,8534
2026-07-08,推荐,美妆,腰部,v28.2,170669,52787,1623,1396,599,551,170,62289,3206,677,430,1107,115,10984
2026-07-08,推荐,美妆,尾部,v28.1,69254,21634,697,600,363,334,107,25528,1308,276,179,455,47,4518
2026-07-08,推荐,美妆,尾部,v28.2,85268,26440,824,708,435,401,122,31200,1637,324,214,538,56,5247
2026-07-08,推荐,数码,头部,v28.1,167645,52484,1644,1414,348,320,99,61931,3270,639,421,1060,108,46564
2026-07-08,推荐,数码,头部,v28.2,202821,63564,1921,1652,415,382,116,75005,3831,775,533,1308,129,56465
2026-07-08,推荐,数码,腰部,v28.1,104944,32999,1008,867,394,363,109,38938,2036,424,272,696,69,28932
2026-07-08,推荐,数码,腰部,v28.2,124805,39427,1180,1015,440,405,129,46524,2420,491,315,807,82,34768
2026-07-08,推荐,数码,尾部,v28.1,48317,15500,470,404,233,214,66,18290,971,192,128,321,32,13557
2026-07-08,推荐,数码,尾部,v28.2,60331,18686,599,515,297,273,87,22050,1119,237,150,387,39,17036
2026-07-08,推荐,家居,头部,v28.1,135612,42491,1276,1097,287,264,84,50140,2644,518,355,874,86,14554
2026-07-08,推荐,家居,头部,v28.2,160037,50130,1598,1374,351,323,97,59154,3110,642,403,1046,103,17141
2026-07-08,推荐,家居,腰部,v28.1,81571,25575,777,668,308,283,89,30178,1562,324,209,534,53,8736
2026-07-08,推荐,家居,腰部,v28.2,106749,33579,1021,878,372,342,109,39623,2071,426,279,705,72,11946
2026-07-08,推荐,家居,尾部,v28.1,41764,13347,424,364,213,196,62,15749,828,167,110,276,28,4799
2026-07-08,推荐,家居,尾部,v28.2,50376,16142,481,413,246,226,71,19048,979,197,130,327,34,5731
2026-07-08,推荐,服饰,头部,v28.1,188713,60213,1822,1567,389,358,113,71051,3685,765,492,1257,126,16186
2026-07-08,推荐,服饰,头部,v28.2,235734,74394,2257,1941,475,437,138,87785,4688,910,622,1533,152,19630
2026-07-08,推荐,服饰,腰部,v28.1,116005,36552,1129,971,431,396,121,43132,2298,456,305,761,76,9808
2026-07-08,推荐,服饰,腰部,v28.2,146218,46551,1471,1265,573,527,166,54930,2913,580,384,964,98,12572
2026-07-08,推荐,服饰,尾部,v28.1,59335,18611,563,484,285,262,79,21961,1149,231,149,381,40,4998
2026-07-08,推荐,服饰,尾部,v28.2,68475,21759,652,560,330,304,97,25676,1311,277,176,453,45,5668
2026-07-08,搜索,美妆,头部,v28.1,98751,31332,994,855,221,203,64,36972,1921,394,255,649,66,6265
2026-07-08,搜索,美妆,头部,v28.2,114554,36780,1145,985,263,242,76,43401,2248,460,307,767,77,7518
2026-07-08,搜索,美妆,腰部,v28.1,61435,19211,619,532,238,219,70,22669,1152,241,153,394,39,3772
2026-07-08,搜索,美妆,腰部,v28.2,70693,22438,683,588,271,250,78,26477,1396,276,181,457,46,4421
2026-07-08,搜索,美妆,尾部,v28.1,27550,8716,260,223,135,124,38,10285,543,109,71,180,19,1759
2026-07-08,搜索,美妆,尾部,v28.2,34104,10625,339,292,176,162,51,12538,644,137,88,225,23,2175
2026-07-08,搜索,数码,头部,v28.1,68372,21575,650,559,143,131,41,25458,1325,274,178,452,45,19406
2026-07-08,搜索,数码,头部,v28.2,82153,26368,804,691,182,167,50,31114,1654,328,219,547,56,24164
2026-07-08,搜索,数码,腰部,v28.1,43773,13744,429,369,168,155,47,16218,857,175,111,286,28,12434
2026-07-08,搜索,数码,腰部,v28.2,54071,16912,511,439,192,176,55,19956,1021,214,140,353,35,14966
2026-07-08,搜索,数码,尾部,v28.1,21136,6732,206,177,111,102,33,7944,415,83,57,139,14,5954
2026-07-08,搜索,数码,尾部,v28.2,25893,8035,252,217,131,121,38,9482,492,99,66,165,16,7011
2026-07-08,搜索,家居,头部,v28.1,58977,18714,565,486,124,114,37,22083,1145,228,152,379,39,6699
2026-07-08,搜索,家居,头部,v28.2,70149,22294,698,600,153,141,45,26307,1330,277,184,461,47,7964
2026-07-08,搜索,家居,腰部,v28.1,35112,10923,331,285,120,110,34,12889,688,137,87,224,23,3738
2026-07-08,搜索,家居,腰部,v28.2,44776,14239,437,376,159,146,46,16802,882,174,120,294,30,4896
2026-07-08,搜索,家居,尾部,v28.1,16836,5238,159,137,81,74,23,6181,325,64,43,107,11,1796
2026-07-08,搜索,家居,尾部,v28.2,20734,6502,201,173,108,99,31,7672,395,79,53,132,13,2226
2026-07-08,搜索,服饰,头部,v28.1,79945,25244,812,699,181,166,51,29787,1534,308,210,518,52,6683
2026-07-08,搜索,服饰,头部,v28.2,101929,32088,1028,884,232,214,64,37864,1947,391,271,662,65,8441
2026-07-08,搜索,服饰,腰部,v28.1,49450,15349,471,405,178,163,51,18111,952,192,125,317,31,4039
2026-07-08,搜索,服饰,腰部,v28.2,61468,19636,598,514,230,212,66,23171,1203,252,163,414,42,5407
2026-07-08,搜索,服饰,尾部,v28.1,23627,7466,226,194,113,104,32,8810,454,92,60,152,15,1921
2026-07-08,搜索,服饰,尾部,v28.2,28636,8900,283,243,147,135,40,10502,562,114,73,187,19,2489
2026-07-08,关注,美妆,头部,v28.1,74286,23707,732,629,161,148,47,27974,1488,292,191,483,48,4648
2026-07-08,关注,美妆,头部,v28.2,88050,27421,877,754,186,171,51,32357,1668,335,227,563,58,5430
2026-07-08,关注,美妆,腰部,v28.1,46395,14453,437,376,171,157,47,17054,880,181,118,299,30,2865
2026-07-08,关注,美妆,腰部,v28.2,57921,17988,540,464,210,193,60,21226,1122,224,147,371,38,3645
2026-07-08,关注,美妆,尾部,v28.1,21980,7035,213,183,110,101,30,8301,421,88,58,146,14,1393
2026-07-08,关注,美妆,尾部,v28.2,27254,8658,260,224,140,129,40,10216,541,106,70,176,18,1708
2026-07-08,关注,数码,头部,v28.1,55396,17512,534,459,114,105,33,20664,1058,224,143,367,37,15497
2026-07-08,关注,数码,头部,v28.2,66757,20796,647,557,148,136,42,24539,1241,264,169,433,43,18322
2026-07-08,关注,数码,腰部,v28.1,34750,10857,341,294,133,122,37,12811,646,135,91,226,23,9685
2026-07-08,关注,数码,腰部,v28.2,40898,12704,396,340,156,144,45,14990,760,163,103,265,27,11473
2026-07-08,关注,数码,尾部,v28.1,16478,5264,162,139,82,75,22,6211,321,65,42,108,11,4735
2026-07-08,关注,数码,尾部,v28.2,20105,6283,193,166,99,91,29,7414,375,77,52,129,13,5763
2026-07-08,关注,家居,头部,v28.1,44816,14019,451,387,96,88,26,16543,852,171,113,283,29,4849
2026-07-08,关注,家居,头部,v28.2,55655,17726,538,462,122,112,36,20917,1081,224,146,370,37,6125
2026-07-08,关注,家居,腰部,v28.1,28106,8800,280,241,107,98,30,10383,545,111,74,184,19,3235
2026-07-08,关注,家居,腰部,v28.2,33374,10721,325,280,118,109,34,12650,664,135,88,224,23,3797
2026-07-08,关注,家居,尾部,v28.1,13303,4147,125,107,66,60,19,4893,253,50,33,84,9,1447
2026-07-08,关注,家居,尾部,v28.2,16689,5202,157,135,83,76,24,6138,321,67,43,110,11,1887
2026-07-08,关注,服饰,头部,v28.1,64902,20812,669,575,147,135,41,24558,1273,259,172,431,44,5573
2026-07-08,关注,服饰,头部,v28.2,78575,25133,771,663,165,152,49,29658,1578,311,200,511,51,6378
2026-07-08,关注,服饰,腰部,v28.1,39127,12259,365,314,136,125,39,14466,767,149,98,247,26,3216
2026-07-08,关注,服饰,腰部,v28.2,47024,14598,464,399,168,155,47,17225,911,180,119,299,31,4006
2026-07-08,关注,服饰,尾部,v28.1,18861,5824,177,152,88,81,24,6872,356,71,47,117,12,1511
2026-07-08,关注,服饰,尾部,v28.2,23957,7672,237,204,125,115,36,9053,475,94,64,158,16,2084
2026-07-09,推荐,美妆,头部,v28.1,230144,72931,2178,1873,497,457,136,86059,4448,895,613,1508,154,14775
2026-07-09,推荐,美妆,头部,v28.2,286985,91170,2741,2357,601,553,167,107580,5522,1141,746,1886,189,17798
2026-07-09,推荐,美妆,腰部,v28.1,142841,44835,1396,1200,540,497,152,52906,2771,547,375,922,94,9123
2026-07-09,推荐,美妆,腰部,v28.2,175408,56166,1789,1539,696,640,202,66276,3440,718,472,1190,117,11394
2026-07-09,推荐,美妆,尾部,v28.1,71993,22737,710,611,351,323,103,26829,1417,280,185,465,46,4349
2026-07-09,推荐,美妆,尾部,v28.2,84760,26679,824,709,433,398,121,31481,1646,331,218,549,57,5420
2026-07-09,推荐,数码,头部,v28.1,171669,53689,1723,1482,386,355,109,63354,3350,651,443,1094,110,47889
2026-07-09,推荐,数码,头部,v28.2,204281,64382,2047,1761,460,423,128,75971,4033,827,536,1364,137,58025
2026-07-09,推荐,数码,腰部,v28.1,108331,34721,1081,930,391,360,115,40971,2076,429,283,712,72,31003
2026-07-09,推荐,数码,腰部,v28.2,125778,40282,1292,1111,486,447,137,47532,2536,518,324,842,84,35783
2026-07-09,推荐,数码,尾部,v28.1,49316,15604,465,400,234,215,66,18412,981,196,131,327,33,14192
2026-07-09,推荐,数码,尾部,v28.2,61349,19631,586,504,305,281,90,23164,1233,241,159,400,42,17637
2026-07-09,推荐,家居,头部,v28.1,138149,43939,1341,1153,301,277,87,51848,2638,533,353,887,90,15416
2026-07-09,推荐,家居,头部,v28.2,172419,54683,1670,1436,379,349,110,64526,3277,689,435,1124,117,19252
2026-07-09,推荐,家居,腰部,v28.1,86784,27729,891,766,327,301,95,32720,1716,348,234,582,57,9612
2026-07-09,推荐,家居,腰部,v28.2,109917,35227,1092,939,415,382,123,41567,2113,436,280,716,73,12408
2026-07-09,推荐,家居,尾部,v28.1,43234,13887,430,370,225,207,62,16386,856,175,114,289,29,4961
2026-07-09,推荐,家居,尾部,v28.2,50553,15846,473,407,237,218,69,18699,972,204,133,336,35,5886
2026-07-09,推荐,服饰,头部,v28.1,206751,65234,2076,1785,449,413,124,76977,3883,806,521,1327,135,16915
2026-07-09,推荐,服饰,头部,v28.2,250382,79671,2429,2089,530,488,145,94012,4878,968,649,1617,161,20192
2026-07-09,推荐,服饰,腰部,v28.1,125738,39068,1259,1083,502,462,143,46101,2401,484,329,812,82,10314
2026-07-09,推荐,服饰,腰部,v28.2,148225,46814,1480,1273,581,535,161,55240,2850,581,381,963,97,12522
2026-07-09,推荐,服饰,尾部,v28.1,59781,18707,565,486,280,258,78,22074,1170,239,153,392,39,4953
2026-07-09,推荐,服饰,尾部,v28.2,73948,23292,707,608,368,339,108,27485,1407,292,187,480,48,6125
2026-07-09,搜索,美妆,头部,v28.1,96716,30746,975,839,222,205,62,36280,1833,385,259,644,64,6217
2026-07-09,搜索,美妆,头部,v28.2,124825,39336,1245,1071,283,260,79,46417,2376,501,330,831,85,8258
2026-07-09,搜索,美妆,腰部,v28.1,61331,19688,628,540,234,215,67,23232,1194,242,164,405,40,3941
2026-07-09,搜索,美妆,腰部,v28.2,74435,23086,690,593,257,236,73,27241,1430,286,189,475,48,4602
2026-07-09,搜索,美妆,尾部,v28.1,30096,9626,299,257,152,140,42,11359,580,123,81,204,20,1973
2026-07-09,搜索,美妆,尾部,v28.2,35737,11286,352,303,185,170,51,13318,695,144,91,235,24,2321
2026-07-09,搜索,数码,头部,v28.1,68975,21621,694,597,150,138,42,25513,1290,272,180,452,46,20160
2026-07-09,搜索,数码,头部,v28.2,88611,27633,854,735,193,178,57,32606,1707,350,231,581,60,26321
2026-07-09,搜索,数码,腰部,v28.1,42427,13224,400,344,151,139,45,15604,802,167,110,277,28,12098
2026-07-09,搜索,数码,腰部,v28.2,54164,17247,524,450,204,188,58,20352,1064,211,143,354,35,15198
2026-07-09,搜索,数码,尾部,v28.1,20872,6685,207,178,112,103,32,7888,415,86,56,142,14,6199
2026-07-09,搜索,数码,尾部,v28.2,25252,7961,237,204,118,109,33,9394,481,100,65,165,16,7049
2026-07-09,搜索,家居,头部,v28.1,57736,18356,568,488,120,110,35,21660,1142,231,151,382,38,6361
2026-07-09,搜索,家居,头部,v28.2,72978,22883,693,596,159,146,45,27002,1415,292,187,479,47,7825
2026-07-09,搜索,家居,腰部,v28.1,35803,11410,350,301,130,119,36,13464,698,144,96,240,24,4051
2026-07-09,搜索,家居,腰部,v28.2,44057,13678,425,365,157,144,45,16140,858,168,111,279,28,4632
2026-07-09,搜索,家居,尾部,v28.1,17564,5568,173,149,92,84,26,6570,332,69,46,115,12,1945
2026-07-09,搜索,家居,尾部,v28.2,21134,6705,210,180,105,96,31,7912,400,82,54,136,14,2307
2026-07-09,搜索,服饰,头部,v28.1,81985,26155,822,707,179,164,51,30862,1612,333,218,552,56,7112
2026-07-09,搜索,服饰,头部,v28.2,100850,31833,965,830,216,198,60,37563,1991,387,258,645,64,8203
2026-07-09,搜索,服饰,腰部,v28.1,53668,16772,525,451,191,176,54,19791,1007,215,138,353,35,4434
2026-07-09,搜索,服饰,腰部,v28.2,61681,19259,603,518,239,220,71,22726,1147,240,154,395,39,4964
2026-07-09,搜索,服饰,尾部,v28.1,26015,8033,241,207,121,111,35,9479,503,99,65,164,16,2053
2026-07-09,搜索,服饰,尾部,v28.2,29435,9166,285,245,149,137,43,10816,563,117,76,193,20,2535
2026-07-09,关注,美妆,头部,v28.1,74311,23479,727,625,165,152,47,27705,1466,291,197,488,49,4798
2026-07-09,关注,美妆,头部,v28.2,96710,30858,936,805,215,198,64,36412,1925,381,255,636,64,6066
2026-07-09,关注,美妆,腰部,v28.1,48997,15328,456,393,174,160,50,18087,921,191,129,320,32,3093
2026-07-09,关注,美妆,腰部,v28.2,57378,17964,546,470,211,194,60,21198,1126,220,147,367,38,3592
2026-07-09,关注,美妆,尾部,v28.1,22416,7190,230,198,115,106,33,8484,436,89,60,149,15,1444
2026-07-09,关注,美妆,尾部,v28.2,27652,8673,259,222,138,127,38,10235,533,105,70,176,18,1683
2026-07-09,关注,数码,头部,v28.1,57646,18086,573,493,131,120,37,21341,1087,229,153,382,39,17254
2026-07-09,关注,数码,头部,v28.2,67239,21377,689,593,150,138,45,25224,1338,261,174,435,43,18482
2026-07-09,关注,数码,腰部,v28.1,35378,10921,349,300,131,120,38,12887,677,135,88,223,23,9548
2026-07-09,关注,数码,腰部,v28.2,40817,12793,388,334,144,133,40,15096,789,162,103,266,27,11518
2026-07-09,关注,数码,尾部,v28.1,17150,5414,174,150,88,81,25,6389,327,68,45,113,11,4863
2026-07-09,关注,数码,尾部,v28.2,20539,6575,199,171,102,94,30,7758,414,80,55,136,14,5825
2026-07-09,关注,家居,头部,v28.1,46586,14821,447,384,101,93,30,17489,887,185,119,304,31,5218
2026-07-09,关注,家居,头部,v28.2,55432,17119,545,469,121,111,34,20200,1037,216,143,359,36,6009
2026-07-09,关注,家居,腰部,v28.1,28489,9144,294,253,117,108,33,10790,576,117,74,191,19,3212
2026-07-09,关注,家居,腰部,v28.2,35061,11064,339,291,127,117,35,13056,659,136,89,225,22,3724
2026-07-09,关注,家居,尾部,v28.1,13810,4428,133,114,66,61,20,5225,273,54,37,91,9,1527
2026-07-09,关注,家居,尾部,v28.2,16884,5295,161,138,87,80,26,6248,320,68,42,110,11,1831
2026-07-09,关注,服饰,头部,v28.1,67556,21082,654,562,140,129,41,24877,1300,263,171,434,45,5859
2026-07-09,关注,服饰,头部,v28.2,81300,25870,820,705,183,168,52,30527,1556,323,208,531,55,6998
2026-07-09,关注,服饰,腰部,v28.1,41323,12781,398,343,152,140,44,15082,771,161,103,264,26,3385
2026-07-09,关注,服饰,腰部,v28.2,49673,15629,486,418,193,178,56,18442,947,201,128,329,32,4191
2026-07-09,关注,服饰,尾部,v28.1,19072,5940,181,156,93,86,27,7009,375,73,50,123,12,1581
2026-07-09,关注,服饰,尾部,v28.2,24901,7688,233,200,123,113,35,9072,464,97,64,161,16,2119
2026-07-10,推荐,美妆,头部,v28.1,256951,82209,2548,2191,533,490,151,97007,5017,1009,690,1700,177,16745
2026-07-10,推荐,美妆,头部,v28.2,304107,97420,2929,2519,646,595,181,114956,6138,1231,796,2027,203,19411
2026-07-10,推荐,美妆,腰部,v28.1,157058,48586,1532,1318,556,512,162,57331,2898,620,398,1018,103,9894
2026-07-10,推荐,美妆,腰部,v28.2,196774,60752,1905,1638,737,678,205,71687,3797,773,484,1257,123,11948
2026-07-10,推荐,美妆,尾部,v28.1,77693,24518,740,636,381,350,107,28931,1515,303,204,507,51,4961
2026-07-10,推荐,美妆,尾部,v28.2,89718,28357,883,759,454,418,134,33462,1768,351,235,587,58,5493
2026-07-10,推荐,数码,头部,v28.1,187382,59724,1851,1592,421,387,120,70475,3598,761,475,1236,122,53314
2026-07-10,推荐,数码,头部,v28.2,222109,68782,2213,1903,469,431,138,81163,4109,884,574,1458,146,63271
2026-07-10,推荐,数码,腰部,v28.1,110740,35211,1076,925,417,384,117,41549,2206,452,282,733,76,32008
2026-07-10,推荐,数码,腰部,v28.2,138538,43692,1325,1139,519,477,147,51557,2695,557,360,918,91,39737
2026-07-10,推荐,数码,尾部,v28.1,56316,17482,560,482,293,270,81,20629,1053,220,146,366,37,15466
2026-07-10,推荐,数码,尾部,v28.2,66175,20630,627,539,319,294,91,24343,1240,262,168,430,42,18540
2026-07-10,推荐,家居,头部,v28.1,150992,47368,1476,1269,330,304,91,55894,2924,586,400,986,99,16550
2026-07-10,推荐,家居,头部,v28.2,188074,59062,1817,1563,406,374,116,69693,3566,742,481,1223,127,20989
2026-07-10,推荐,家居,腰部,v28.1,90662,28601,854,735,337,310,94,33749,1773,359,231,589,61,10361
2026-07-10,推荐,家居,腰部,v28.2,114675,35551,1134,975,428,394,123,41950,2207,457,293,750,74,12441
2026-07-10,推荐,家居,尾部,v28.1,46624,14903,476,410,246,226,69,17586,890,186,123,309,32,5391
2026-07-10,推荐,家居,尾部,v28.2,55304,17316,543,467,275,253,76,20433,1076,215,140,354,36,6086
2026-07-10,推荐,服饰,头部,v28.1,208423,64730,2011,1729,432,398,122,76381,3928,802,529,1331,131,16645
2026-07-10,推荐,服饰,头部,v28.2,253642,80657,2427,2087,549,505,160,95175,4867,999,672,1671,173,22393
2026-07-10,推荐,服饰,腰部,v28.1,128065,40405,1265,1088,473,435,132,47678,2538,516,340,856,87,11105
2026-07-10,推荐,服饰,腰部,v28.2,161646,50665,1579,1358,613,564,177,59785,3189,622,425,1047,107,13401
2026-07-10,推荐,服饰,尾部,v28.1,61987,19481,622,535,330,304,95,22988,1168,242,160,402,40,5034
2026-07-10,推荐,服饰,尾部,v28.2,76306,24107,723,622,359,330,103,28447,1509,302,198,500,50,6342
2026-07-10,搜索,美妆,头部,v28.1,108348,34395,1038,893,218,201,63,40586,2132,433,277,711,71,6775
2026-07-10,搜索,美妆,头部,v28.2,126619,39974,1241,1068,271,249,75,47169,2452,495,329,824,83,7832
2026-07-10,搜索,美妆,腰部,v28.1,63231,19577,612,526,225,207,63,23101,1199,244,161,405,42,4099
2026-07-10,搜索,美妆,腰部,v28.2,83319,26148,826,710,327,301,90,30855,1647,329,211,540,55,5315
2026-07-10,搜索,美妆,尾部,v28.1,30632,9768,299,257,159,146,44,11526,603,119,79,198,20,1875
2026-07-10,搜索,美妆,尾部,v28.2,37409,11845,362,312,179,165,52,13977,719,150,97,247,25,2442
2026-07-10,搜索,数码,头部,v28.1,78727,25157,782,672,179,165,52,29686,1576,310,207,517,53,22212
2026-07-10,搜索,数码,头部,v28.2,90774,28901,923,794,205,188,57,34103,1810,368,241,609,60,25967
2026-07-10,搜索,数码,腰部,v28.1,48210,15386,487,419,184,170,51,18155,964,188,126,314,32,13677
2026-07-10,搜索,数码,腰部,v28.2,60044,19139,601,517,223,205,61,22583,1176,234,152,386,39,16739
2026-07-10,搜索,数码,尾部,v28.1,22394,6956,216,186,116,106,34,8209,433,84,58,142,14,5892
2026-07-10,搜索,数码,尾部,v28.2,28194,8964,286,246,144,132,40,10577,564,110,76,186,19,7956
2026-07-10,搜索,家居,头部,v28.1,63399,20239,603,518,131,121,37,23882,1221,259,170,429,43,7227
2026-07-10,搜索,家居,头部,v28.2,80925,25097,782,673,170,156,48,29615,1528,311,204,515,53,8959
2026-07-10,搜索,家居,腰部,v28.1,38612,12394,370,318,144,133,40,14625,757,158,99,258,25,4223
2026-07-10,搜索,家居,腰部,v28.2,49976,15671,477,411,185,170,53,18492,943,195,131,326,32,5382
2026-07-10,搜索,家居,尾部,v28.1,19442,6220,191,164,95,87,26,7340,387,77,52,129,13,2214
2026-07-10,搜索,家居,尾部,v28.2,22851,7275,220,189,115,106,33,8585,438,90,58,148,15,2468
2026-07-10,搜索,服饰,头部,v28.1,92758,29514,900,774,193,178,53,34827,1801,361,243,604,60,7595
2026-07-10,搜索,服饰,头部,v28.2,114049,36549,1124,966,242,223,72,43128,2265,463,299,762,75,9552
2026-07-10,搜索,服饰,腰部,v28.1,57173,17693,553,475,217,200,61,20877,1100,218,145,363,36,4731
2026-07-10,搜索,服饰,腰部,v28.2,67447,21255,649,558,252,232,69,25081,1274,272,178,450,44,5604
2026-07-10,搜索,服饰,尾部,v28.1,26246,8317,266,229,142,130,40,9814,516,103,69,172,17,2137
2026-07-10,搜索,服饰,尾部,v28.2,34015,10677,323,278,171,158,50,12599,643,131,89,220,23,2898
2026-07-10,关注,美妆,头部,v28.1,82207,25399,767,660,172,159,51,29971,1581,322,213,535,54,5169
2026-07-10,关注,美妆,头部,v28.2,101773,32373,1031,887,233,215,65,38200,2002,396,270,667,69,6553
2026-07-10,关注,美妆,腰部,v28.1,50766,16159,500,430,186,171,52,19068,999,201,135,337,34,3202
2026-07-10,关注,美妆,腰部,v28.2,63540,20161,625,538,240,220,67,23790,1239,251,163,414,43,4015
2026-07-10,关注,美妆,尾部,v28.1,24021,7438,231,198,115,106,33,8776,466,93,59,152,15,1483
2026-07-10,关注,美妆,尾部,v28.2,31748,9993,321,276,169,156,47,11791,628,125,83,208,21,2021
2026-07-10,关注,数码,头部,v28.1,61309,18971,573,493,128,118,38,22386,1177,231,159,390,40,16819
2026-07-10,关注,数码,头部,v28.2,71430,22669,714,614,158,146,46,26749,1372,277,184,461,46,19699
2026-07-10,关注,数码,腰部,v28.1,37208,11568,370,318,139,128,40,13650,720,143,94,237,24,10361
2026-07-10,关注,数码,腰部,v28.2,43876,13754,416,357,157,144,44,16230,822,174,110,284,29,12622
2026-07-10,关注,数码,尾部,v28.1,17757,5620,170,146,86,79,24,6631,348,68,45,113,12,4988
2026-07-10,关注,数码,尾部,v28.2,21792,6958,211,182,104,96,30,8211,432,87,56,143,15,6278
